,video_name_8,video_gk_8, frame_count_8,video_name_16,video_gk_16, frame_count_16
492,EinYahav_Sbclosedunes_D20211108_Pn2_SSummer_N00006_CtUninhabited_H010_LcSunlight_Ds00900_LtNone_LfDunes_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrainVald_Set000_MWIR_unknown-8bit,6490,3362,EinYahav_Sbclosedunes_D20211108_Pn2_SSummer_N00006_CtUninhabited_H010_LcSunlight_Ds00900_LtNone_LfDunes_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrainVald_Set000_flir,2210,3319
493,HavatHabaron_D20210825_Pn2_SSummer_N00055_CtUrban_H080_LcFullDaylight_Ds02000_LtNone_LfPlateaus_VrScrubs_StMix_LdTopLight_B00_V02_Js00_P09_T30_MWIR_unknown-8bit,7229,3363,HavatHabaron_D20210825_Pn2_SSummer_N00055_CtUrban_H080_LcFullDaylight_Ds02000_LtNone_LfPlateaus_VrScrubs_StMix_LdTopLight_B00_V02_Js00_P09_T30_flir,2620,3337
494,Harel_D20211012_115149_SSummer_N00104_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StNatural_LdSideLight_B00_V00_Js00_P00_T22_MWIR_unknown-8bit,6936,3364,Harel_D20211012_115149_SSummer_N00104_CtRustic_H000_LcQuarterMoon_Ds04000_LtNone_LfHills_VrGrassland_StNatural_LdSideLight_B00_V00_Js00_P00_T22_flir,2487,3422
495,Harel_D20211011_134606_SSummer_N00035_CtUninhabited_H000_LcFullDaylight_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V01_Js02_P00_T26_MWIR_unknown-8bit,6832,3367,Harel_D20211011_134606_SSummer_N00035_CtUninhabited_H000_LcFullDaylight_Ds04000_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V01_Js02_P00_T26_flir,2403,3432
496,Harel_D20211011_134606_SSummer_N00023_CtUninhabited_H000_LcFullDaylight_Ds01700_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js02_P00_T26_MWIR_unknown-8bit,6817,3368,Harel_D20211011_134606_SSummer_N00023_CtUninhabited_H000_LcFullDaylight_Ds01700_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js02_P00_T26_flir,2391,3834
497,EinYahav_Sbmainroad_D20211108_Pn2_SSummer_N00049_CtUninhabited_H010_LcTwilight_Ds00800_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrack_Set000_MWIR_unknown-8bit,6537,3401,EinYahav_Sbmainroad_D20211108_Pn2_SSummer_N00049_CtUninhabited_H010_LcTwilight_Ds00800_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrack_Set000_flir,2237,3367
498,EinYahav_Sbmainroad_D20211108_Pn2_SSummer_N00057_CtUninhabited_H010_LcQuarterMoon_Ds02500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6548,3403,EinYahav_Sbmainroad_D20211108_Pn2_SSummer_N00057_CtUninhabited_H010_LcQuarterMoon_Ds02500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2245,3386
499,HavatHabaron_D20210824_Pn2_SSummer_N00004_CtUrban_H080_LcSunlight_Ds01000_LtNone_LfPlateaus_VrScrubs_StNatural_LdBackLight_B00_V01_Js02_P00_T25_MWIR_unknown-8bit,7121,3445,HavatHabaron_D20210824_Pn2_SSummer_N00004_CtUrban_H080_LcSunlight_Ds01000_LtNone_LfPlateaus_VrScrubs_StNatural_LdBackLight_B00_V01_Js02_P00_T25_flir,2512,3396
500,Tracker_D20211012_115149_SSummer_N00041_CtRustic_H000_LcOvercastDay_Ds00900_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P09_T25_MWIR_unknown-8bit,6956,3445,Tracker_D20211012_115149_SSummer_N00041_CtRustic_H000_LcOvercastDay_Ds00900_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P09_T25_flir,2504,3513
501,AshdodPort_D20210802_Pn2_SSummer_N00113_CtNone_H035_LcDeepTwilight_Ds03500_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_MWIR_unknown-8bit,6453,3456,AshdodPort_D20210802_Pn2_SSummer_N00113_CtNone_H035_LcDeepTwilight_Ds03500_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_flir,2038,3448
502,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00035_CtNone_H030_LcFullDaylight_Ds01300_LtWavelets_LfHills_VrNone_StNatural_LdSideLight_B00_V00_Js00_P30_T30_MWIR_unknown-8bit,7003,3466,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00035_CtNone_H030_LcFullDaylight_Ds01300_LtWavelets_LfHills_VrNone_StNatural_LdSideLight_B00_V00_Js00_P30_T30_flir,2711,3433
503,AshdodPort_D20210802_Pn2_SSummer_N00065_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_MWIR_unknown-8bit,6393,3547,AshdodPort_D20210802_Pn2_SSummer_N00065_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_flir,1996,3525
504,AshdodWestHotel_SbBeach_D20220215_Pn0_SWinter_N00031_CtUrban_H030_LcSunlight_Ds03000_LtNone_LfPlateaus_VrNone_StMix_LdTopLight_P05_V00_Mc00_B00_Js00_Dr00_T20_TsTrainVald_Set000_MWIR_unknown-8bit,6199,3551,AshdodWestHotel_SbBeach_D20220215_Pn0_SWinter_N00031_CtUrban_H030_LcSunlight_Ds03000_LtNone_LfPlateaus_VrNone_StMix_LdTopLight_P05_V00_Mc00_B00_Js00_Dr00_T20_TsTrainVald_Set000,2052,3652
505,AshdodWestHotelLiveQA_SbStagedSea_D20220215_Pn0_SWinter_N00016_CtUrban_H030_LcSunlight_Ds03000_LtWavelets_LfSea_VrNone_StStaged_LdTopLight_P00_V00_Mc00_B01_Js01_Dr00_T20_TsTrack_Set000_MWIR_unknown-8bit,6246,3559,AshdodWestHotelLiveQA_SbStagedSea_D20220215_Pn0_SWinter_N00016_CtUrban_H030_LcSunlight_Ds03000_LtWavelets_LfSea_VrNone_StStaged_LdTopLight_P00_V00_Mc00_B01_Js01_Dr00_T20_TsTrack_Set000,2084,3621
506,AshdodWestHotel_SbBeach_D20220215_Pn0_SWinter_N00035_CtUrban_H030_LcSunlight_Ds01000_LtNone_LfPlateaus_VrNone_StNatural_LdTopLight_P00_V00_Mc00_B00_Js00_Dr00_T20_TsNegative_Set000_MWIR_unknown-8bit,6204,3626,AshdodWestHotel_SbBeach_D20220215_Pn0_SWinter_N00035_CtUrban_H030_LcSunlight_Ds01000_LtNone_LfPlateaus_VrNone_StNatural_LdTopLight_P00_V00_Mc00_B00_Js00_Dr00_T20_TsNegative_Set000,2056,3776
507,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00022_CtUrban_H030_LcFullDaylight_Ds00360_LtNone_LfDunes_VrDesert_StMix_LdBackLight_B00_V03_Js00_P12_T30_MWIR_unknown-8bit,6987,3802,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00022_CtUrban_H030_LcFullDaylight_Ds00360_LtNone_LfDunes_VrDesert_StMix_LdBackLight_B00_V03_Js00_P12_T30_flir,2698,3753
508,Harel_D20211011_134606_SSummer_N00002_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js02_P02_T26_MWIR_unknown-8bit,6805,3816,Harel_D20211011_134606_SSummer_N00002_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js02_P02_T26_flir,2378,3916
509,HavatHabaron_D20210825_Pn2_SSummer_N00003_CtUrban_H080_LcSunlight_Ds10000_LtNone_LfPlateaus_VrScrubs_StNatural_LdFrontLight_B00_V02_Js00_P00_T30_MWIR_unknown-8bit,7192,3816,HavatHabaron_D20210825_Pn2_SSummer_N00003_CtUrban_H080_LcSunlight_Ds10000_LtNone_LfPlateaus_VrScrubs_StNatural_LdFrontLight_B00_V02_Js00_P00_T30_flir,2583,3782
510,HavatHabaron_D20210825_Pn2_SSummer_N00051_CtUrban_H080_LcFullDaylight_Ds02500_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V01_Js00_P09_T30_MWIR_unknown-8bit,7225,3821,HavatHabaron_D20210825_Pn2_SSummer_N00051_CtUrban_H080_LcFullDaylight_Ds02500_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V01_Js00_P09_T30_flir,2616,3811
511,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00010_CtUrban_H030_LcFullDaylight_Ds03000_LtWavelets_LfSea_VrNone_StNatural_LdSideLight_B03_V00_Js00_P00_T30_MWIR_unknown-8bit,6972,3828,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00010_CtUrban_H030_LcFullDaylight_Ds03000_LtWavelets_LfSea_VrNone_StNatural_LdSideLight_B03_V00_Js00_P00_T30_flir,2686,3784
512,Harel_D20211011_134606_SSummer_N00017_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js00_P01_T26_MWIR_unknown-8bit,6812,3834,Harel_D20211011_134606_SSummer_N00017_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js00_P01_T26_flir,2386,3981
513,AshdodPort_D20210802_Pn2_SSummer_N00068_CtUrban_H035_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V10_Js00_P00_T28_MWIR_unknown-8bit,6395,3873,AshdodPort_D20210802_Pn2_SSummer_N00068_CtUrban_H035_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdTopLight_B00_V10_Js00_P00_T28_flir,1998,3838
514,EinYahav_Sbclosedunes_D20211108_Pn2_SSummer_N00002_CtUninhabited_H010_LcSunlight_Ds00800_LtNone_LfDunes_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrack_Set000_MWIR_unknown-8bit,6486,3879,EinYahav_Sbclosedunes_D20211108_Pn2_SSummer_N00002_CtUninhabited_H010_LcSunlight_Ds00800_LtNone_LfDunes_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T30_TsTrack_Set000_flir,2206,3858
515,AshdodWestHotel_SbStagedSea_D20220215_Pn0_SWinter_N00026_CtUrban_H030_LcSunlight_Ds01500_LtWavelets_LfSea_VrNone_StMix_LdTopLight_P00_V00_Mc00_B01_Js01_Dr00_T20_TsNegative_Set000_MWIR_unknown-8bit,6228,3909,AshdodWestHotel_SbStagedSea_D20220215_Pn0_SWinter_N00026_CtUrban_H030_LcSunlight_Ds01500_LtWavelets_LfSea_VrNone_StMix_LdTopLight_P00_V00_Mc00_B01_Js01_Dr00_T20_TsNegative_Set000,2070,4051
516,AshdodPort_D20210802_Pn2_SSummer_N00076_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_MWIR_unknown-8bit,6403,3924,AshdodPort_D20210802_Pn2_SSummer_N00076_CtNone_H035_LcSunlight_Ds02000_LtCalm_LfSea_VrNone_StNatural_LdTopLight_B01_V00_Js00_P00_T28_flir,2005,3918
517,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00024_CtNone_H030_LcSunlight_Ds02000_LtWavelets_LfSea_VrNone_StMix_LdTopLight_B02_V00_Js00_P01_T30_MWIR_unknown-8bit,7113,3932,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00024_CtNone_H030_LcSunlight_Ds02000_LtWavelets_LfSea_VrNone_StMix_LdTopLight_B02_V00_Js00_P01_T30_flir,2783,3979
518,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00026_CtUrban_H030_LcSunlight_Ds06000_LtNone_LfPlateaus_VrNone_StNatural_LdTopLight_B00_V10_Js00_P00_T30_MWIR_unknown-8bit,7115,3945,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00026_CtUrban_H030_LcSunlight_Ds06000_LtNone_LfPlateaus_VrNone_StNatural_LdTopLight_B00_V10_Js00_P00_T30_flir,2785,3927
519,EinYahav_Sbdistant_D20211108_Pn2_SSummer_N00064_CtUninhabited_H010_LcQuarterMoon_Ds05000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6507,3946,EinYahav_Sbdistant_D20211108_Pn2_SSummer_N00064_CtUninhabited_H010_LcQuarterMoon_Ds05000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2221,3920
520,HavatHabaron_D20210824_Pn2_SSummer_N00060_CtUrban_H080_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V02_Js00_P09_T25_MWIR_unknown-8bit,7157,3966,HavatHabaron_D20210824_Pn2_SSummer_N00060_CtUrban_H080_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V02_Js00_P09_T25_flir,2548,3925
521,Harel_D20211012_115149_SSummer_N00002_CtRustic_H000_LcOvercastDay_Ds00500_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P00_T30_MWIR_unknown-8bit,6860,3969,Harel_D20211012_115149_SSummer_N00002_CtRustic_H000_LcOvercastDay_Ds00500_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P00_T30_flir,2427,4026
522,AshdodPort_D20210802_Pn2_SSummer_N00092_CtNone_H035_LcSunlight_Ds04000_LtCalm_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js02_P07_T28_MWIR_unknown-8bit,6428,3977,AshdodPort_D20210802_Pn2_SSummer_N00092_CtNone_H035_LcSunlight_Ds04000_LtCalm_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js02_P07_T28_flir,2021,3960
523,AshdodWestHotelLiveQA_SbStagedSea_D20220215_Pn0_SWinter_N00015_CtUrban_H030_LcSunlight_Ds03000_LtWavelets_LfSea_VrNone_StStaged_LdTopLight_P00_V00_Mc00_B01_Js01_Dr00_T20_TsTrack_Set000_MWIR_unknown-8bit,6244,3978,AshdodWestHotelLiveQA_SbStagedSea_D20220215_Pn0_SWinter_N00015_CtUrban_H030_LcSunlight_Ds03000_LtWavelets_LfSea_VrNone_StStaged_LdTopLight_P00_V00_Mc00_B01_Js01_Dr00_T20_TsTrack_Set000,2083,4049
524,Harel_D20211012_115149_SSummer_N00001_CtRustic_H000_LcOvercastDay_Ds00500_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P00_T30_MWIR_unknown-8bit,6859,3995,Harel_D20211012_115149_SSummer_N00001_CtRustic_H000_LcOvercastDay_Ds00500_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V00_Js00_P00_T30_flir,2426,4055
525,AshdodPort_D20210802_Pn2_SSummer_N00119_CtNone_H035_LcStarlight_Ds04000_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_MWIR_unknown-8bit,6459,4007,AshdodPort_D20210802_Pn2_SSummer_N00119_CtNone_H035_LcStarlight_Ds04000_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_flir,2044,3991
526,AshdodWestHotel_SbRoad_D20220215_Pn0_SWinter_N00036_CtUrban_H030_LcSunlight_Ds00500_LtNone_LfPlateaus_VrNone_StNatural_LdTopLight_P00_V07_Mc00_B00_Js00_Dr00_T20_TsTrainVald_Set000_MWIR_unknown-8bit,6209,4077,AshdodWestHotel_SbRoad_D20220215_Pn0_SWinter_N00036_CtUrban_H030_LcSunlight_Ds00500_LtNone_LfPlateaus_VrNone_StNatural_LdTopLight_P00_V07_Mc00_B00_Js00_Dr00_T20_TsTrainVald_Set000,2059,4136
527,HavatHabaron_D20210824_Pn2_SSummer_N00068_CtUrban_H080_LcSunlight_Ds03000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_B00_V20_Js00_P00_T25_MWIR_unknown-8bit,7165,4120,HavatHabaron_D20210824_Pn2_SSummer_N00068_CtUrban_H080_LcSunlight_Ds03000_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_B00_V20_Js00_P00_T25_flir,2556,4087
528,HavatHabaron_D20210824_Pn2_SSummer_N00094_CtUrban_H080_LcStarlight_Ds01500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V01_Js00_P00_T25_MWIR_unknown-8bit,7187,4147,HavatHabaron_D20210824_Pn2_SSummer_N00094_CtUrban_H080_LcStarlight_Ds01500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V01_Js00_P00_T25_flir,2578,4125
529,HavatHabaron_D20210824_Pn2_SSummer_N00092_CtUrban_H080_LcStarlight_Ds01500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V01_Js00_P00_T25_MWIR_unknown-8bit,7185,4175,HavatHabaron_D20210824_Pn2_SSummer_N00092_CtUrban_H080_LcStarlight_Ds01500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V01_Js00_P00_T25_flir,2576,4143
530,AshdodWestHotel_SbBeach_D20220215_Pn0_SWinter_N00030_CtUrban_H030_LcSunlight_Ds00500_LtNone_LfPlateaus_VrNone_StMix_LdTopLight_P05_V00_Mc00_B00_Js00_Dr00_T20_TsTrainVald_Set000_MWIR_unknown-8bit,6198,4184,AshdodWestHotel_SbBeach_D20220215_Pn0_SWinter_N00030_CtUrban_H030_LcSunlight_Ds00500_LtNone_LfPlateaus_VrNone_StMix_LdTopLight_P05_V00_Mc00_B00_Js00_Dr00_T20_TsTrainVald_Set000,2051,4276
531,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00002_CtNone_H030_LcFullDaylight_Ds00500_LtWavelets_LfSea_VrNone_StNatural_LdBackLight_B00_V00_Js01_P01_T30_MWIR_unknown-8bit,7087,4253,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00002_CtNone_H030_LcFullDaylight_Ds00500_LtWavelets_LfSea_VrNone_StNatural_LdBackLight_B00_V00_Js01_P01_T30_flir,2768,4241
532,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00029_CtUrban_H030_LcSunlight_Ds00700_LtWavelets_LfSea_VrNone_StNatural_LdTopLight_B00_V00_Js00_P05_T30_MWIR_unknown-8bit,7118,4262,RitzCarltonHerzliya_D20210708_Pn2_SSummer_N00029_CtUrban_H030_LcSunlight_Ds00700_LtWavelets_LfSea_VrNone_StNatural_LdTopLight_B00_V00_Js00_P05_T30_flir,2788,4222
533,AshdodPort_D20210802_Pn2_SSummer_N00110_CtNone_H035_LcDeepTwilight_Ds01000_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_MWIR_unknown-8bit,6450,4280,AshdodPort_D20210802_Pn2_SSummer_N00110_CtNone_H035_LcDeepTwilight_Ds01000_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_flir,2035,4256
534,EinYahav_Sbbigtree_D20211108_Pn2_SSummer_N00075_CtUninhabited_H010_LcQuarterMoon_Ds02500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc01_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6481,4303,EinYahav_Sbbigtree_D20211108_Pn2_SSummer_N00075_CtUninhabited_H010_LcQuarterMoon_Ds02500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_P00_V01_Mc01_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2203,4285
535,EinYahav_Sbmainroad_D20211108_Pn2_SSummer_N00053_CtUninhabited_H010_LcTwilight_Ds01500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrainVald_Set000_MWIR_unknown-8bit,6542,4320,EinYahav_Sbmainroad_D20211108_Pn2_SSummer_N00053_CtUninhabited_H010_LcTwilight_Ds01500_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_P00_V01_Mc02_B00_Js00_Dr00_T25_TsTrainVald_Set000_flir,2241,4282
536,HavatHabaron_D20210824_Pn2_SSummer_N00062_CtUrban_H080_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V02_Js00_P09_T25_MWIR_unknown-8bit,7159,4324,HavatHabaron_D20210824_Pn2_SSummer_N00062_CtUrban_H080_LcSunlight_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdSideLight_B00_V02_Js00_P09_T25_flir,2550,4295
537,Harel_D20211011_134606_SSummer_N00001_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js02_P00_T26_MWIR_unknown-8bit,6804,4351,Harel_D20211011_134606_SSummer_N00001_CtUninhabited_H000_LcFullDaylight_Ds01000_LtNone_LfHills_VrGrassland_StStaged_LdTopLight_B00_V01_Js02_P00_T26_flir,2377,4499
538,EinYahav_Sbmainroad_D20211108_Pn2_SSummer_N00041_CtUninhabited_H010_LcSunlight_Ds04500_LtNone_LfPlateaus_VrScrubs_StStaged_LdFrontLight_P00_V01_Mc01_B00_Js00_Dr00_T30_TsTrainVald_Set000_MWIR_unknown-8bit,6522,4398,EinYahav_Sbmainroad_D20211108_Pn2_SSummer_N00041_CtUninhabited_H010_LcSunlight_Ds04500_LtNone_LfPlateaus_VrScrubs_StStaged_LdFrontLight_P00_V01_Mc01_B00_Js00_Dr00_T30_TsTrainVald_Set000_flir,2229,4367
539,AshdodPort_D20210802_Pn2_SSummer_N00106_CtNone_H035_LcTwilight_Ds03500_LtCalm_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js02_P07_T28_MWIR_unknown-8bit,6445,4460,AshdodPort_D20210802_Pn2_SSummer_N00106_CtNone_H035_LcTwilight_Ds03500_LtCalm_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js02_P07_T28_flir,2031,4436
540,HavatHabaron_D20210825_Pn2_SSummer_N00034_CtUrban_H080_LcFullDaylight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdFrontLight_B00_V10_Js00_P00_T30_MWIR_unknown-8bit,7209,4493,HavatHabaron_D20210825_Pn2_SSummer_N00034_CtUrban_H080_LcFullDaylight_Ds02000_LtNone_LfPlateaus_VrScrubs_StNatural_LdFrontLight_B00_V10_Js00_P00_T30_flir,2600,4473
541,HavatHabaron_D20210824_Pn2_SSummer_N00076_CtUrban_H080_LcTwilight_Ds06000_LtNone_LfPlateaus_VrScrubs_StNatural_LdSideLight_B00_V05_Js00_P00_T25_MWIR_unknown-8bit,7169,4517,HavatHabaron_D20210824_Pn2_SSummer_N00076_CtUrban_H080_LcTwilight_Ds06000_LtNone_LfPlateaus_VrScrubs_StNatural_LdSideLight_B00_V05_Js00_P00_T25_flir,2560,4479
542,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00031_CtNone_H030_LcFullDaylight_Ds03250_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P14_T30_MWIR_unknown-8bit,6999,4530,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00031_CtNone_H030_LcFullDaylight_Ds03250_LtNone_LfHills_VrGrassland_StStaged_LdSideLight_B00_V00_Js00_P14_T30_flir,2707,4504
543,HavatHabaron_D20210824_Pn2_SSummer_N00041_CtUrban_H080_LcSunlight_Ds03500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_B00_V01_Js02_P00_T25_MWIR_unknown-8bit,7139,4581,HavatHabaron_D20210824_Pn2_SSummer_N00041_CtUrban_H080_LcSunlight_Ds03500_LtNone_LfPlateaus_VrScrubs_StStaged_LdTopLight_B00_V01_Js02_P00_T25_flir,2530,4570
544,HavatHabaron_D20210824_Pn2_SSummer_N00012_CtUrban_H080_LcSunlight_Ds01000_LtNone_LfPlateaus_VrScrubs_StNatural_LdBackLight_B00_V02_Js00_P00_T25_MWIR_unknown-8bit,7125,4641,HavatHabaron_D20210824_Pn2_SSummer_N00012_CtUrban_H080_LcSunlight_Ds01000_LtNone_LfPlateaus_VrScrubs_StNatural_LdBackLight_B00_V02_Js00_P00_T25_flir,2516,4614
545,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00038_CtNone_H030_LcFullDaylight_Ds06000_LtNone_LfHills_VrForest_StNatural_LdSideLight_B00_V30_Js00_P00_T30_MWIR_unknown-8bit,7009,4708,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00038_CtNone_H030_LcFullDaylight_Ds06000_LtNone_LfHills_VrForest_StNatural_LdSideLight_B00_V30_Js00_P00_T30_flir,2714,4690
546,AshdodPort_D20210802_Pn2_SSummer_N00112_CtNone_H035_LcDeepTwilight_Ds01000_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_MWIR_unknown-8bit,6452,4713,AshdodPort_D20210802_Pn2_SSummer_N00112_CtNone_H035_LcDeepTwilight_Ds01000_LtWavelets_LfSea_VrNone_StStaged_LdFrontLight_B02_V00_Js00_P03_T28_flir,2037,4690
547,HavatHabaron_D20210825_Pn2_SSummer_N00033_CtRustic_H080_LcFullDaylight_Ds03000_LtNone_LfPlateaus_VrScrubs_StNatural_LdFrontLight_B00_V05_Js00_P00_T30_MWIR_unknown-8bit,7208,4788,HavatHabaron_D20210825_Pn2_SSummer_N00033_CtRustic_H080_LcFullDaylight_Ds03000_LtNone_LfPlateaus_VrScrubs_StNatural_LdFrontLight_B00_V05_Js00_P00_T30_flir,2599,4769
548,HavatHabaron_D20210825_Pn2_SSummer_N00027_CtRustic_H080_LcFullDaylight_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdFrontLight_B00_V01_Js00_P09_T30_MWIR_unknown-8bit,7202,4808,HavatHabaron_D20210825_Pn2_SSummer_N00027_CtRustic_H080_LcFullDaylight_Ds02000_LtNone_LfPlateaus_VrScrubs_StStaged_LdFrontLight_B00_V01_Js00_P09_T30_flir,2593,4768
549,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00045_CtNone_H030_LcTwilight_Ds03500_LtWavelets_LfSea_VrNone_StStaged_LdSideLight_B00_V00_Js00_P00_T30_MWIR_unknown-8bit,7020,4832,RitzCarltonHerzliya_D20210706_Pn8_SSummer_N00045_CtNone_H030_LcTwilight_Ds03500_LtWavelets_LfSea_VrNone_StStaged_LdSideLight_B00_V00_Js00_P00_T30_flir,2721,4810
